college_name,Review,Keyword,compound,neg,neu,pos,sentiment
"G.H. Raisoni College of Engineering, Nagpur","The placement cell at G.H. Raisoni College of Engineering, Nagpur, ensures every student gets placed in a reputable company.",Placements,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The fees at G.H. Raisoni College of Engineering, Nagpur, are affordable compared to other colleges.",Fees,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The infrastructure at G.H. Raisoni College of Engineering, Nagpur, is well-maintained with modern facilities.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Campus life at G.H. Raisoni College of Engineering, Nagpur, is vibrant with various cultural events and clubs.",Campus Life,0.5267,0.0,0.825,0.175,Positive
"G.H. Raisoni College of Engineering, Nagpur","G.H. Raisoni College of Engineering, Nagpur, provides ample industry exposure through workshops and guest lectures.",Industry Exposure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The curriculum at G.H. Raisoni College of Engineering, Nagpur, is designed to meet industry standards.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Placement opportunities at G.H. Raisoni College of Engineering, Nagpur, are abundant and diverse.",Placement,0.3818,0.0,0.822,0.178,Positive
"G.H. Raisoni College of Engineering, Nagpur","G.H. Raisoni College of Engineering, Nagpur, offers internships in various sectors to enhance students' practical skills.",Internship Opportunities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Extracurricular activities at G.H. Raisoni College of Engineering, Nagpur, cater to diverse interests and talents.",Extracurricular Activities,0.6124,0.0,0.722,0.278,Positive
"G.H. Raisoni College of Engineering, Nagpur","G.H. Raisoni College of Engineering, Nagpur, is accredited by NAAC ensuring quality education.",Accreditation,0.2732,0.0,0.851,0.149,Positive
"G.H. Raisoni College of Engineering, Nagpur","Facilities at G.H. Raisoni College of Engineering, Nagpur, include well-equipped labs and libraries.",Facilities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Some students at G.H. Raisoni College of Engineering, Nagpur, feel that the faculty lacks proper expertise.",Faculty,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","A few students have expressed dissatisfaction with the placement support provided by G.H. Raisoni College of Engineering, Nagpur.",Placements,-0.128,0.153,0.718,0.129,Negative
"G.H. Raisoni College of Engineering, Nagpur","The fees structure at G.H. Raisoni College of Engineering, Nagpur, is unclear according to some students.",Fees,-0.25,0.118,0.882,0.0,Negative
"G.H. Raisoni College of Engineering, Nagpur","The infrastructure at G.H. Raisoni College of Engineering, Nagpur, needs improvement in terms of facilities.",Infrastructure,0.4588,0.0,0.824,0.176,Positive
"G.H. Raisoni College of Engineering, Nagpur","Some students find campus life at G.H. Raisoni College of Engineering, Nagpur, monotonous and dull.",Campus Life,-0.4019,0.162,0.838,0.0,Negative
"G.H. Raisoni College of Engineering, Nagpur","There are concerns among students regarding the lack of industry exposure at G.H. Raisoni College of Engineering, Nagpur.",Industry Exposure,-0.3182,0.119,0.881,0.0,Negative
"G.H. Raisoni College of Engineering, Nagpur","A few students feel that the curriculum at G.H. Raisoni College of Engineering, Nagpur, is outdated and not relevant.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Placement opportunities at G.H. Raisoni College of Engineering, Nagpur, are limited according to some students.",Placement,0.1779,0.109,0.743,0.149,Positive
"G.H. Raisoni College of Engineering, Nagpur","Internship opportunities at G.H. Raisoni College of Engineering, Nagpur, are scarce for certain disciplines.",Internship Opportunities,0.5719,0.0,0.719,0.281,Positive
"G.H. Raisoni College of Engineering, Nagpur","Some students feel that extracurricular activities at G.H. Raisoni College of Engineering, Nagpur, are poorly organized.",Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The accreditation status of G.H. Raisoni College of Engineering, Nagpur, is questionable according to some students.",Accreditation,-0.296,0.128,0.872,0.0,Negative
"G.H. Raisoni College of Engineering, Nagpur","Facilities at G.H. Raisoni College of Engineering, Nagpur, need upgrading to meet modern standards.",Facilities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The faculty members at G.H. Raisoni College of Engineering, Nagpur, are approachable and supportive.",Faculty,0.296,0.0,0.855,0.145,Positive
"G.H. Raisoni College of Engineering, Nagpur","Many students praise the placement cell at G.H. Raisoni College of Engineering, Nagpur, for their efforts.",Placements,0.5574,0.0,0.806,0.194,Positive
"G.H. Raisoni College of Engineering, Nagpur","The fees structure at G.H. Raisoni College of Engineering, Nagpur, is transparent and affordable for most students.",Fees,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The infrastructure at G.H. Raisoni College of Engineering, Nagpur, is commendable with modern facilities.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Campus life at G.H. Raisoni College of Engineering, Nagpur, is enriching with various events and activities.",Campus Life,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Industry exposure at G.H. Raisoni College of Engineering, Nagpur, is facilitated through industry visits and guest lectures.",Industry Exposure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The curriculum at G.H. Raisoni College of Engineering, Nagpur, is comprehensive and prepares students for the industry.",Curriculum,0.25,0.0,0.889,0.111,Positive
"G.H. Raisoni College of Engineering, Nagpur","Placement opportunities at G.H. Raisoni College of Engineering, Nagpur, are extensive with participation from top companies.",Placement,0.5267,0.0,0.761,0.239,Positive
"G.H. Raisoni College of Engineering, Nagpur","Internship opportunities at G.H. Raisoni College of Engineering, Nagpur, provide practical experience and skill development.",Internship Opportunities,0.3818,0.0,0.843,0.157,Positive
"G.H. Raisoni College of Engineering, Nagpur","Extracurricular activities at G.H. Raisoni College of Engineering, Nagpur, are diverse and cater to different interests.",Extracurricular Activities,0.25,0.0,0.882,0.118,Positive
"G.H. Raisoni College of Engineering, Nagpur","The accreditation of G.H. Raisoni College of Engineering, Nagpur, assures students of the quality of education provided.",Accreditation,0.3182,0.0,0.874,0.126,Positive
"G.H. Raisoni College of Engineering, Nagpur","Facilities at G.H. Raisoni College of Engineering, Nagpur, are modern and equipped with the latest technology.",Facilities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Students appreciate the supportive nature of the faculty at G.H. Raisoni College of Engineering, Nagpur.",Faculty,0.5994,0.0,0.726,0.274,Positive
"G.H. Raisoni College of Engineering, Nagpur","Placement opportunities at G.H. Raisoni College of Engineering, Nagpur, are commendable with high placement rates.",Placements,0.3818,0.0,0.843,0.157,Positive
"G.H. Raisoni College of Engineering, Nagpur","The fees at G.H. Raisoni College of Engineering, Nagpur, are perceived as reasonable by most students.",Fees,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The infrastructure at G.H. Raisoni College of Engineering, Nagpur, is well-equipped to facilitate learning.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Campus life at G.H. Raisoni College of Engineering, Nagpur, fosters a sense of community among students.",Campus Life,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Industry exposure at G.H. Raisoni College of Engineering, Nagpur, is adequate to prepare students for the job market.",Industry Exposure,0.2263,0.0,0.899,0.101,Positive
"G.H. Raisoni College of Engineering, Nagpur","The curriculum at G.H. Raisoni College of Engineering, Nagpur, is designed to provide practical skills and knowledge.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Placement drives at G.H. Raisoni College of Engineering, Nagpur, attract top companies offering lucrative job opportunities.",Placement,0.7096,0.0,0.653,0.347,Positive
"G.H. Raisoni College of Engineering, Nagpur","Internship opportunities at G.H. Raisoni College of Engineering, Nagpur, are available in various industries.",Internship Opportunities,0.3818,0.0,0.833,0.167,Positive
"G.H. Raisoni College of Engineering, Nagpur","Extracurricular activities at G.H. Raisoni College of Engineering, Nagpur, play a vital role in holistic student development.",Extracurricular Activities,0.5574,0.0,0.753,0.247,Positive
"G.H. Raisoni College of Engineering, Nagpur","The accreditation of G.H. Raisoni College of Engineering, Nagpur, signifies the quality education imparted by the institution.",Accreditation,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Facilities at G.H. Raisoni College of Engineering, Nagpur, are modern and contribute to a conducive learning environment.",Facilities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Faculty members at G.H. Raisoni College of Engineering, Nagpur, are approachable and provide personalized attention to students.",Faculty,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Placement support provided by G.H. Raisoni College of Engineering, Nagpur, is effective in securing job placements for students.",Placements,0.7964,0.0,0.649,0.351,Positive
"G.H. Raisoni College of Engineering, Nagpur","The fees structure at G.H. Raisoni College of Engineering, Nagpur, is transparent and well-structured.",Fees,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The infrastructure at G.H. Raisoni College of Engineering, Nagpur, is modern and facilitates experiential learning.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Campus life at G.H. Raisoni College of Engineering, Nagpur, is vibrant with a range of cultural and sports activities.",Campus Life,0.5267,0.0,0.833,0.167,Positive
"G.H. Raisoni College of Engineering, Nagpur","Industry exposure at G.H. Raisoni College of Engineering, Nagpur, is provided through internships and industry projects.",Industry Exposure,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The curriculum at G.H. Raisoni College of Engineering, Nagpur, is industry-oriented and updated regularly.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","Placement opportunities at G.H. Raisoni College of Engineering, Nagpur, are promising with a high success rate.",Placement,0.8402,0.0,0.571,0.429,Positive
"G.H. Raisoni College of Engineering, Nagpur","Internship opportunities at G.H. Raisoni College of Engineering, Nagpur, provide hands-on experience in real-world scenarios.",Internship Opportunities,0.3818,0.0,0.843,0.157,Positive
"G.H. Raisoni College of Engineering, Nagpur","Extracurricular activities at G.H. Raisoni College of Engineering, Nagpur, are well-organized and contribute to overall personality development.",Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
"G.H. Raisoni College of Engineering, Nagpur","The accreditation of G.H. Raisoni College of Engineering, Nagpur, is a testament to its commitment to quality education.",Accreditation,0.3818,0.0,0.86,0.14,Positive
"G.H. Raisoni College of Engineering, Nagpur","Facilities at G.H. Raisoni College of Engineering, Nagpur, are modern and equipped with state-of-the-art technology.",Facilities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The faculty at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is knowledgeable and supportive.",Faculty,0.296,0.0,0.891,0.109,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are excellent with a high success rate.",Placements,0.875,0.0,0.643,0.357,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The fees structure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is reasonable and transparent.",Fees,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The infrastructure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is modern and well-maintained.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Campus life at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is vibrant with various events and activities.",Campus Life,0.5267,0.0,0.861,0.139,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Industry exposure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is facilitated through internships and industrial visits.",Industry Exposure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The curriculum at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is comprehensive and industry-relevant.",Curriculum,0.25,0.0,0.9,0.1,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement assistance at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is effective in securing job placements.",Placement,0.6597,0.0,0.779,0.221,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Internship opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, provide valuable industry experience.",Internship Opportunities,0.6908,0.0,0.749,0.251,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Extracurricular activities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are diverse and enriching.",Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is accredited by NAAC ensuring quality education.",Accreditation,0.2732,0.0,0.896,0.104,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Facilities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are modern and equipped with the latest technology.",Facilities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Faculty members at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are knowledgeable and approachable.",Faculty,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The placement process at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is systematic and well-organized.",Placements,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The fees charged by Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are reasonable compared to other institutions.",Fees,-0.2023,0.079,0.921,0.0,Negative
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The campus infrastructure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is well-maintained and modern.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Students at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, engage in various extracurricular activities enhancing their overall development.",Extracurricular Activities,0.34,0.0,0.902,0.098,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, provides students with ample opportunities for industry exposure.",Industry Exposure,0.3818,0.0,0.88,0.12,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The curriculum at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is designed to meet industry standards and requirements.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement assistance provided by Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is effective in securing internships and job placements.",Placement,0.6597,0.0,0.803,0.197,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Internship opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are diverse and provide exposure to various industries.",Internship Opportunities,0.3818,0.0,0.894,0.106,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Extracurricular activities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, cater to different interests and talents of students.",Extracurricular Activities,0.6124,0.0,0.808,0.192,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, holds accreditation from reputed organizations ensuring quality education.",Accreditation,0.2732,0.0,0.9,0.1,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Facilities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are well-maintained and provide a conducive learning environment.",Facilities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The faculty at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is knowledgeable and supportive.",Faculty,0.296,0.0,0.891,0.109,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are excellent with a high success rate.",Placements,0.875,0.0,0.643,0.357,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The fees structure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is reasonable and transparent.",Fees,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The infrastructure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is modern and well-maintained.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Campus life at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is vibrant with various events and activities.",Campus Life,0.5267,0.0,0.861,0.139,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Industry exposure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is facilitated through internships and industrial visits.",Industry Exposure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The curriculum at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is comprehensive and industry-relevant.",Curriculum,0.25,0.0,0.9,0.1,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement assistance at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is effective in securing job placements.",Placement,0.6597,0.0,0.779,0.221,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Internship opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, provide valuable industry experience.",Internship Opportunities,0.6908,0.0,0.749,0.251,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Extracurricular activities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are diverse and enriching.",Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is accredited by NAAC ensuring quality education.",Accreditation,0.2732,0.0,0.896,0.104,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Facilities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are modern and equipped with the latest technology.",Facilities,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Some students at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, find the faculty to be helpful and approachable.",Faculty,0.4215,0.0,0.887,0.113,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The placement process at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is systematic and well-organized.",Placements,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The fees charged by Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are reasonable compared to other institutions.",Fees,-0.2023,0.079,0.921,0.0,Negative
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The campus infrastructure at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is well-maintained and modern.",Infrastructure,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Students at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, engage in various extracurricular activities enhancing their overall development.",Extracurricular Activities,0.34,0.0,0.902,0.098,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, provides students with ample opportunities for industry exposure.",Industry Exposure,0.3818,0.0,0.88,0.12,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","The curriculum at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is designed to meet industry standards and requirements.",Curriculum,0.0,0.0,1.0,0.0,Neutral
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Placement assistance provided by Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, is effective in securing internships and job placements.",Placement,0.6597,0.0,0.803,0.197,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Internship opportunities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are diverse and provide exposure to various industries.",Internship Opportunities,0.3818,0.0,0.894,0.106,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Extracurricular activities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, cater to different interests and talents of students.",Extracurricular Activities,0.6124,0.0,0.808,0.192,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, holds accreditation from reputed organizations ensuring quality education.",Accreditation,0.2732,0.0,0.9,0.1,Positive
"Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai","Facilities at Ramrao Adik Institute of Technology, Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai, are well-maintained and provide a conducive learning environment.",Facilities,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,The faculty members at Bharati Vidyapeeth College of Engineering are highly knowledgeable and supportive.,Faculty,0.3535,0.0,0.841,0.159,Positive
Bharati Vidyapeeth College of Engineering,Placement opportunities at Bharati Vidyapeeth College of Engineering are commendable with a high success rate.,Placements,0.743,0.0,0.656,0.344,Positive
Bharati Vidyapeeth College of Engineering,The fees structure at Bharati Vidyapeeth College of Engineering is reasonable and transparent.,Fees,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,The infrastructure at Bharati Vidyapeeth College of Engineering is modern and well-maintained.,Infrastructure,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,Campus life at Bharati Vidyapeeth College of Engineering is vibrant with various events and activities.,Campus Life,0.5267,0.0,0.805,0.195,Positive
Bharati Vidyapeeth College of Engineering,Industry exposure at Bharati Vidyapeeth College of Engineering is facilitated through internships and industrial visits.,Industry Exposure,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,The curriculum at Bharati Vidyapeeth College of Engineering is comprehensive and industry-relevant.,Curriculum,0.25,0.0,0.846,0.154,Positive
Bharati Vidyapeeth College of Engineering,Placement assistance at Bharati Vidyapeeth College of Engineering is effective in securing job placements.,Placement,0.6597,0.0,0.69,0.31,Positive
Bharati Vidyapeeth College of Engineering,Internship opportunities at Bharati Vidyapeeth College of Engineering provide valuable industry experience.,Internship Opportunities,0.6908,0.0,0.637,0.363,Positive
Bharati Vidyapeeth College of Engineering,Extracurricular activities at Bharati Vidyapeeth College of Engineering are diverse and enriching.,Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,Bharati Vidyapeeth College of Engineering is accredited by reputed organizations ensuring quality education.,Accreditation,0.2732,0.0,0.851,0.149,Positive
Bharati Vidyapeeth College of Engineering,Facilities at Bharati Vidyapeeth College of Engineering are modern and equipped with the latest technology.,Facilities,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,Some students find the faculty at Bharati Vidyapeeth College of Engineering to be helpful and approachable.,Faculty,0.4215,0.0,0.843,0.157,Positive
Bharati Vidyapeeth College of Engineering,The placement process at Bharati Vidyapeeth College of Engineering is systematic and well-organized.,Placements,0.0,0.0,1.0,0.0,Neutral
Bharati Vidyapeeth College of Engineering,The fees charged by Bharati Vidyapeeth College of Engineering are reasonable compared to other institutions.,Fees,-0.2023,0.114,0.886,0.0,Negative
